key,label,input,output
merged_topic_6_0,"complement, arithmetic, ones, number, using, represent","<task:merge> <sos>
 Note In moduloN arithmetic we use only the integers in the range to N inclusive
 Example How can we represent the number in ones complement arithmetic using only four bits
 Solution The number in binary is ( it needs five bits )
 We can wrap the leftmost bit and add it to the four rightmost bits
 Solution In ones complement arithmetic the negative or complement of a number is found by inverting all bits
 Positive is negative is
 If we consider only unsigned numbers this is
 In other words the complement of is
 Another way to find the complement of a number in ones complement arithmetic is to subtract the number from n ( in this case )
 Example Let us redo Exercise using ones complement arithmetic
 However can not be expressed in bits
 The extra two bits are wrapped and added with the sum to create the wrapped sum value
 The sum is wrapped and becomes
 All words are added using ones complement addition
 
 ++++
 
 Ones Complement The previous example has one major drawback
 We have solution to use ones complement arithmetic
 In this ones complement arithmetic we can represent unsigned numbers between and mm using only m bits
 In ones complement arithmetic we have two s one positive and one negative which are complements of each other
 How can we represent the number in ones complement arithmetic using only four bits
 We have ( ) ( ) ( ) ( ) How can we represent the number in ones complement arithmetic using only four bits
 Solution In ones complement arithmetic the negative or complement of a number is found by inverting all bits
 Positive is Ones complement of is If we consider only unsigned number this is
 In other words the complement of is
 <eos>","In one's complement arithmetic, unsigned numbers between 0 and 2^m - 1 can be represented using m bits. The negative or complement of a number is found by inverting all its bits; for example, positive 10101 becomes negative 01010. Another way to find the complement of a number in one's complement arithmetic is to subtract the number from 2^n - 1 (in this case, 1111). Notably, in this arithmetic, there are two zeros, one positive and one negative, which are complements of each other. If only unsigned numbers are considered, the complement of 1111 is 0000. Now, let us consider how to represent the number 15 in one's complement arithmetic using only four bits: 15 in binary is 1111, which fits perfectly into four bits. Other examples of four-bit representations include 14 (1110), 13 (1101), and 12 (1100). Note that in modulo N arithmetic, we use only integers in the range 0 to N inclusive. The previous example has one major drawback, particularly when a number, such as one whose binary representation needs five bits, must be expressed using only four bits. In such cases, the leftmost bit can be wrapped and added to the four rightmost bits. All words are added using one's complement addition; for instance, if a sum results in extra two bits, these are wrapped and added with the sum to create the wrapped sum value, which then becomes 0000. This technique can be applied when redoing Exercise 3 using one's complement arithmetic, especially when a number, such as one that requires five bits (like 2^5), cannot be expressed directly in fewer bits."
merged_topic_7_0,"valid, codeword, match, sent, errors, receiver, dataword, received, syndrome","<task:merge> <sos>
 For example if the third codeword ( ) is sent and one error occurs the received codeword does not match any valid codeword
 If two errors occur however the received codeword may match a valid codeword and the errors are not detected
 Again we see that when any of the valid codewords is sent two errors create a codeword which is not in the table of valid codewords
 However some combinations of three errors change a valid codeword to another valid codeword
 Otherwise there is an error somewhere and the data are not accepted
 
 ++++
 
 Hence out of codewords are used for message transfer and rest are unused
 If the receiver receives an invalid codeword this indicates that the data was corrupted during transmission
 The receiver has a list of valid codewords
 Let k and n Dataword Codeword Let the sender encodes dataword as and send it receiver
 Receiver receives it is valid codeword
 Dataword is extracted by receiver
 Receiver incorrectly extracts dataword
 Dataword Codeword An errordetecting code can detect only the types of errors for which it is designed other types of errors may remain undetected
 If the syndrome is there is no error in the received codeword codeword is accepted as the dataword if the syndrome is the data portion of the received codeword is discarded
 The codeword created from this dataword is which is sent to the receiver
 The dataword is created at the receiver
 Note that here the dataword is wrongly created due to the syndrome valueThe Thesimply simplyparity paritycheckcheckdecoder decodercannot cannotdetect detectan aneven evennumbers numbersof oferrors errors
 Dataword becomes codeword is received syndrome no error
 The dataword is sent as codeword
 Relationship among the sent codeword error received codeword and the generator
 The receiver divides the received codeword by g ( x ) to get the syndrome
 <eos>","Let k and n represent dataword and codeword lengths respectively. The sender encodes a dataword into a codeword, which is then sent to the receiver. The receiver has a list of valid codewords and, to check for errors, divides the received codeword by g(x) to obtain a syndrome. If the syndrome is zero, it indicates no error in the received codeword, which is then accepted as the dataword from which the original dataword is extracted. However, if the syndrome is non-zero, it signifies that the data was corrupted during transmission, and the received codeword, or specifically its data portion, is discarded, as an invalid codeword indicates an error somewhere and the data are not accepted, thus preventing the receiver from incorrectly extracting the dataword. An error-detecting code is designed to detect specific types of errors, and other types may remain undetected. For instance, if a valid codeword is sent and one error occurs, the received codeword will not match any valid codeword, thus detecting the error. Yet, if two errors occur, the received codeword may, in some cases, match a valid codeword, leading to errors not being detected, particularly as a simple parity check decoder cannot detect an even number of errors. Conversely, sometimes when two errors occur, they create a codeword which is not in the table of valid codewords, enabling detection. Moreover, some combinations of three errors can change a valid codeword to another valid codeword, causing them to go undetected. Hence, out of all possible codewords, some are used for message transfer, and the rest are unused, with the relationship among the sent codeword, the error, the received codeword, and the generator being crucial for error detection."
merged_topic_8_0,"divisible, divide, useless, greater, polynomial, remainder, xoois, xig","<task:merge> <sos>
 No xi can be divisible by x
 If i is equal to or greater than xi is divisible by g ( x )
 c All values of i make xi divisible by g ( x )
 This g ( x ) is useless
 d This polynomial can not divide xt if t is less than
 It should not divide xt for t between and n
 
 ++++
 
 If the term does not have remainder ( syndrome ) either e ( x ) or e ( x ) is divisible by g ( x )
 then xig ( x ) will have a remainder
 If g ( x ) have at least two terms and the coefficient ofx xoois is then e ( x ) can not be divided by g ( x ) ie there will be some remainder
 No xi can be divisible by x
 If i is equal to or greater than xi is divisible by g ( x )
 c All values of i make xi divisible by g ( x )
 <eos>","No xi can be divisible by x. If i is equal to or greater than, xi is divisible by g(x), and all values of i make xi divisible by g(x). This g(x) is useless. If the term does not have remainder (syndrome), then either e(x) or e(x) is divisible by g(x); however, xig(x) will then have a remainder. Moreover, if g(x) has at least two terms and the coefficient of xoois is, then e(x) cannot be divided by g(x), meaning there will be some remainder. Finally, this polynomial cannot divide xt if t is less than, and it should not divide xt for t between and n."
merged_topic_9_0,"error, discuss, detection, correction, section, data, applications, require, chances, corrupt","<task:merge> <sos>
 Some applications require that errors be detected and corrected
 INTRODUCTION Let us first discuss some issues related directly or indirectly to error detection and correction
 Let us first discuss some issues related directly or indirectly to error detection and correction
 Topics discussed in this section Types of Errors Redundancy Detection Versus Correction Forward Error Correction Versus Retransmission Coding Modular Arithmetic Topics discussed in this section Note In a singlebit error only bit in the data unit has changed
 Table A code for error detection ( Example ) Note An errordetecting code can detect only the types of errors for which it is designed other types of errors may remain undetected
 What is the error detection and correction capability of this scheme
 In other words if this code is used for error correction part of its capability is wasted
 For each case what is the error that can not be caught
 Table Standard polynomials CHECKSUM The last error detection method we discuss here is called the checksum
 However we briefly discuss it here to complete our discussion on error checking The last error detection method we discuss here is called the checksum
 However we briefly discuss it here to complete our discussion on error checking Topics discussed in this section Idea Ones Complement Internet Checksum Topics discussed in this section Example Suppose our data is a list of five bit numbers that we want to send to a destination
 If the result is it assumes no error otherwise there is an error
 
 ++++
 
 Data Link Layer Data can be corrupted during transmission
 during transmissionSome applications require that Some applications require that errors be detected and corrected
 Data can be corrupted Error Detection and Correction Network must be able to transfer data from one devices to another with acceptable accuracy
 The chances of data being corrupt can not be ignored
 The number of errors and the size of the message are important factors
 What is the error detection and correction capability of this scheme
 <eos>","INTRODUCTION: Let us first discuss some issues related directly or indirectly to error detection and correction. Some applications require that errors be detected and corrected, as data can be corrupted during transmission. The Data Link Layer, in particular, must be able to transfer data from one device to another with acceptable accuracy; thus, the chances of data being corrupt cannot be ignored. The number of errors and the size of the message are important factors in this context. Topics discussed in this section include Types of Errors, Redundancy, Detection Versus Correction, Forward Error Correction Versus Retransmission, Coding, and Modular Arithmetic. Note that in a single-bit error, only one bit in the data unit has changed. An error-detecting code can detect only the types of errors for which it is designed; other types of errors may remain undetected. In other words, if this code is used for error correction, part of its capability is wasted. The last error detection method we discuss here is called the checksum; however, we briefly discuss it here to complete our discussion on error checking. Related checksum topics include Idea, Ones Complement, and Internet Checksum. For example, suppose our data is a list of five-bit numbers that we want to send to a destination; if the result is 'it', it assumes no error, otherwise there is an error. For each case, we must consider what error cannot be caught and what is the error detection and correction capability of this scheme."
merged_topic_10_0,"generator, note, simple, errors, isolated, divisible, caught, useless, criteria","<task:merge> <sos>
 Note A simple paritycheck code is a singlebit errordetecting code in which n k with dmin
 This shows that the simple parity check guaranteed to detect one single error can also find any odd number of errors
 Note A simple paritycheck code can detect an odd number of errors
 Note In a cyclic code those e ( x ) errors that are divisible by g ( x ) are not caught
 Note If the generator has more than one term and the coefficient of x is all single errors can be caught
 Example Find the status of the following generators related to two isolated singlebit errors
 This is a very poor choice for a generator
 A codeword with two isolated errors up to bits apart can be detected by this generator
 Note A generator that contains a factor of x can detect all oddnumbered errors
 Note A good polynomial generator needs to have the following characteristics
 
 ++++
 
 To find the criteria that must be imposed on the generator g ( x ) to detect the type of error that need to be detected
 Those errors that are not divisible by g ( x ) are not In a cyclic code those e ( x ) errors that are divisible by g ( x ) are not caught
 Note If the generator has more than one term and the coefficient of x is all single errors can be caught
 This g ( x ) is useless
 <eos>","A simple parity-check code is a single-bit error-detecting code in which n k with dmin; this simple parity check is guaranteed to detect one single error and can also find any odd number of errors. To detect the specific type of error that needs to be detected, criteria must be imposed on the generator g(x), as a good polynomial generator needs particular characteristics. In a cyclic code, those errors e(x) that are divisible by g(x) are not caught. If the generator has more than one term, its coefficient of x is such that all single errors can be caught. Furthermore, a generator that contains a factor of x can detect all odd-numbered errors. For instance, some generators, such as one capable of detecting a codeword with two isolated errors up to bits apart, can be useful, while others prove to be a very poor choice or useless. This involves finding the status of generators related to two isolated single-bit errors."
file1_topic_5,"truck, trucks, waste, morgan, vesilind","<task:clean> <sos>
 ( Vesilind and Morgan )
 Exercise A town with residents wants to establish a municipally owned and operated solid waste ( garbage ) collection program
 They can purchase one of three possible trucks that have the following capacity Truck A m Truck B m Truck C m If the truck is to collect the refuse every day and the truck will have to make only one trip per day to the landfill which truck or trucks will have sufficient capacity
 For example if a municipal engineer is considering purchasing refuse collection vehicles and finds that the following alternatives to buy the Truck Expensive trucks Higher compaction reduces volume reduces no
 of trips per day Inexpensive trucks lower compaction requires more trips per day How does the engineer know which is less expensive for the community
 When all the numbers are in and the variables are evaluated the information is synthesized into a solution ( Vesilind and Morgan ) Similarly Solid Waste Management Act This act addresses the management disposal and treatment of solid waste to reduce environmental pollution and promote better waste management practices
 <eos>","(Vesilind and Morgan)
 Exercise: A town with residents wants to establish a municipally owned and operated solid waste (garbage) collection program. They can purchase one of three possible trucks that have the following capacities: Truck A (m), Truck B (m), Truck C (m). If the truck is to collect refuse every day and is required to make only one trip per day to the landfill, which truck or trucks will have sufficient capacity? For example, if a municipal engineer is considering purchasing refuse collection vehicles and finds the following alternatives: expensive trucks (higher compaction reduces volume, reducing the number of trips per day) versus inexpensive trucks (lower compaction requires more trips per day). How does the engineer determine which option is less expensive for the community? When all the numbers are in and the variables are evaluated, the information is synthesized into a solution (Vesilind and Morgan). Similarly, the Solid Waste Management Act addresses the management, disposal, and treatment of solid waste to reduce environmental pollution and promote better waste management practices."
file1_topic_6,"assessment, environmental, guided, schedule, epr","<task:clean> <sos>
 The Environmental Impact of any project is evaluated through different assessment methods
 This involves considering factors such as air and water pollution greenhouse gas emissions habitat destruction and resource depletion
 This includes assessing the projects impact on local communities public health cultural heritage and overall quality of life
 Brief Environmental Study ( BES ) is performed as guided by schedule of EPR
 Initial Environmental Examination ( IEE ) is performed as guided by schedule of EPR
 Environmental Impacts Assessment ( EIA ) is performed as guided by schedule of EPR
 While carrying out an Environmental Assessment ( EA ) of a project a noproject scenario is referred against the various alternatives which help to identify the environmental impacts and engineering or social mitigation measures
 Similarly life cycle assessment ( LCA ) of products is increasingly used in identifying the environmental impacts caused by the manufacturing process and use of the products
 <eos>","The Environmental Impact of any project is evaluated through different assessment methods. This involves considering factors such as air and water pollution, greenhouse gas emissions, habitat destruction, and resource depletion. This includes assessing the project's impact on local communities, public health, cultural heritage, and overall quality of life. Brief Environmental Study (BES) is performed as guided by the schedule of EPR. Initial Environmental Examination (IEE) is performed as guided by the schedule of EPR. Environmental Impacts Assessment (EIA) is performed as guided by the schedule of EPR. While carrying out an Environmental Assessment (EA) of a project, a no-project scenario is compared against various alternatives, which helps to identify the environmental impacts and engineering or social mitigation measures. Similarly, life cycle assessment (LCA) of products is increasingly used to identify the environmental impacts caused by the manufacturing process and use of products."
file1_topic_7,"beds, resort, roads, hotels","<task:clean> <sos>
 Hospitals from beds up to beds
 Hotels or Resort from beds to beds c Bridges up to m d Municipal or urban roads
 Hospital from to beds Hotel and resort of to beds
 b Bridge above m c New road construction of up to km
 d Upgrading roads from km to km
 e Acquisition of forest area from ha to ha
 Hospital and hotels above beds
 Any projects acquiring National parks or conservation areas or forests above ha
 <eos>","Hospitals with beds from up to beds; Hotels or resorts with beds from to beds; Bridges up to m; Municipal or urban roads; Hospitals with beds from to beds; Hotels and resorts with beds from to beds; Bridges above m; New road construction of up to km; Upgrading roads from km to km; Acquisition of forest areas from ha to ha; Hospitals and hotels with beds above beds; Any projects acquiring National Parks, conservation areas, or forests above ha."
file1_topic_8,"plant, treatment, wastewater, mld, nepali","<task:clean> <sos>
 e Up to MLD water supply projects with treatment plant and sewer
 f Solar power plant upto MW Hydropower upto MW
 c Hydropower production above MW
 The stream water has been diverted using a dam and is supplied to a treatment plant
 If the treatment plant can remove of the suspended solids find the concentration of sediments in the effluent of treatment plant
 She would recognize the highly variable nature of land costs construction costs coverage of the municipality as it extends to rural areas as well required treatment efficiency etc
 Yet the mayor wants a preliminary estimate a number and quickly
 For example she might know that the population of the community to be served is approximately
 Next she estimates based on experience that the domestic wastewater flow might be about Liter per capita per day thus requiring a plant of about MLD capacity
 With room for expansion industrial effluents storm inflow and infiltration of groundwater into the sewers she may estimate that MLD capacity may be adequate
 Such domestic wastewater treatment plant she is aware cost about crore ( à¤•à¤°à¤¡ ) Nepali Rupees per MLD of influent wastewater treated
 She calculates that the plant would cost about crore ( Arba ) Nepali Rupees
 Giving him herself a cushion hshe could respond by saying about billion Nepali Rupees
 This is exactly the type of information the mayor seeks
 She has no use for anything more accurate because she might be trying to decide whether to ask for a budget of billion or billion
 Exercise The wastewater treatment plant in Guheshwori receives ms of wastewater
 The plant was established to directly serve a population of X in Gokarna and Chabahil area
 The total project cost of the plant was half billion Nepali Rupees ( NRs ) in
 Estimate the per capita cost of the project in in ( a ) NRs MLD of treated wastewater and ( b ) NRsindividual benefitted
 <eos>","<task:clean> <sos>
 e Up to MLD water supply projects, including treatment plants and sewers.
 f Solar power plants up to MW; Hydropower up to MW.
 c Hydropower production above MW.
 The stream water has been diverted using a dam and is then supplied to a treatment plant.
 If the treatment plant can remove some of the suspended solids, find the concentration of sediments in the effluent of the treatment plant.
 She would recognize the highly variable nature of land costs, construction costs, the municipality's coverage (as it extends to rural areas as well), required treatment efficiency, etc.
 Yet, the mayor wants a preliminary estimateâ€”a numberâ€”and wants it quickly.
 For example, she might know that the population of the community to be served is approximately.
 Next, she estimates, based on experience, that the domestic wastewater flow might be about Liters per capita per day, thus requiring a plant of about MLD capacity.
 With room for expansion, industrial effluents, storm inflow, and infiltration of groundwater into the sewers, she may estimate that MLD capacity may be adequate.
 She is aware that such a domestic wastewater treatment plant costs about crore (à¤•à¤°à¤¡) Nepali Rupees per MLD of influent wastewater treated.
 She calculates that the plant would cost about crore (Arba) Nepali Rupees.
 Giving herself a cushion, she could respond by saying about billion Nepali Rupees.
 This is exactly the type of information the mayor seeks.
 She has no use for anything more accurate because she might be trying to decide whether to ask for a budget of billion or billion.
 Exercise: The wastewater treatment plant in Guheshwori receives ms of wastewater.
 The plant was established to directly serve a population of X in the Gokarna and Chabahil area.
 The total project cost of the plant was half billion Nepali Rupees (NRs) in.
 Estimate the per capita cost of the project in (a) NRs/MLD of treated wastewater and (b) NRs/individual benefitted.
 <eos>"
file1_topic_9,"professional, members, seen, monitor, agencies","<task:clean> <sos>
 Produce and monitor the professional code of conduct
 To continuously enhance the highest professional ideals among the members and widen it
 SEEN is governed by an executive committee of seven ( ) members elected by the general members of the society
 Some of the major responsibilities of SEEN includes Enhancement of technical and professional competencies of its members
 It works for the protection of the basic professional rights It supports the government and other agencies in the formulation of policies and strategies in related fields
 SEEN is committed to carry out various professional activities that are intended to bring qualitative results to improve the sanitary and environmental conditions of the country
 <eos>",SEEN produces and monitors the professional code of conduct. SEEN continuously enhances the highest professional ideals among its members and widens them. SEEN is governed by an executive committee of seven members elected by the general members of the society. Some of the major responsibilities of SEEN include the enhancement of technical and professional competencies of its members. It works for the protection of the basic professional rights. It supports the government and other agencies in the formulation of policies and strategies in related fields. SEEN is committed to carry out various professional activities that are intended to bring qualitative results that improve the sanitary and environmental conditions of the country.
file1_topic_10,"river, example, tce, ppm, extremely","<task:clean> <sos>
 For example a river discharge of ms a sand particle of mm snow mass of km in the Himalayas
 In the study of environmental engineering it is quite common to encounter both extremely large quantities and extremely small ones
 The concentration of some toxic substance may be measured in parts per billion while the discharge of a large river may be measured with a larger unit
 A typical example of the concentration of total dissolved solid in a polluted river like at Bagmati at Teku is mgL or kgm
 The unit ppm is typically used in sludges or sediments
 Exercise kg of soil sample was analyzed and found to contain mg TCE
 What is the TCE concentration in mgkg ppm and ppb
 For example the BOD or nutrient loads of a wastewater discharged from a community
 Exercise A stream can have a sediment load of up to mgL in the rainy season
 <eos>","In the study of environmental engineering, it is quite common to encounter both extremely large quantities and extremely small ones. For example, a river discharge of mÂ³/s, a sand particle of mm, or a snow mass of kmÂ³ in the Himalayas. The concentration of some toxic substance may be measured in parts per billion, while the discharge of a large river may be measured with a larger unit. A typical example of the concentration of total dissolved solids in a polluted river, such as the Bagmati at Teku, is mg/L or kg/mÂ³. The unit ppm is typically used in sludges or sediments. Exercise: A kg soil sample was analyzed and found to contain mg of TCE. What is the TCE concentration in mg/kg, ppm, and ppb? For example, the BOD or nutrient loads of wastewater discharged from a community. Exercise: A stream can have a sediment load of up to mg/L in the rainy season."
file1_topic_11,"density, solution, mass, volume, solute","<task:clean> <sos>
 Table Average size of the substances Note meter ( m ) centimeter ( cm ) millimeter ( mm ) micrometer ( Î¼m ) Concentration and density The mass density or density of a material or a solution is defined as its mass per unit volume or Ï Where Ï density M mass V volume In SI system the base unit for density is kgm
 Water in the SI system has a density of kgm which is equal to gcm
 Whereas the concentration of a substance in a solution is defined as mass of solute per unit volume of the solution ( including solute and liquid )
 M A CA VA V B Where CA concentration of A MA Mass of material A VA Volume of material A In SI system the basic unit for concentration is kgm
 Since solutes in solution are often analyzed by weight the terms milligram per liter or microgram per liter is used
 It is often assumed that the substance does not change the density of water
 If such assumption is made and we recall that mL water weighs g then The use of mgL is most common in water applications as the volume of the solution is usually determined as well as the mass of the solute
 <eos>","Units commonly used to denote the average size of substances include: meter (m), centimeter (cm), millimeter (mm), and micrometer (Âµm).
 
 Regarding concentration and density: The mass density (or simply density) of a material or solution is defined as its mass per unit volume. This is represented as Ï = M/V, where Ï is density, M is mass, and V is volume. In the SI system, the base unit for density is kg/mÂ³. Water in the SI system has a density of kg/mÂ³, which is equal to g/cmÂ³.
 
 In contrast, the concentration of a substance in a solution is defined as the mass of solute per unit volume of the solution (including both solute and liquid). This can be expressed as C_A = M_A / V_A, where C_A is the concentration of material A, M_A is the mass of material A, and V_A is the volume of material A. In the SI system, the basic unit for concentration is kg/mÂ³.
 
 Since solutes in solution are often analyzed by weight, the terms milligram per liter (mg/L) or microgram per liter (Âµg/L) are used. It is often assumed that the substance does not change the density of water. If such an assumption is made, and we recall that 1 mL of water weighs 1 g, then the use of mg/L is most common in water applications, as the volume of the solution is usually determined, as well as the mass of the solute."
file1_topic_12,"flow, rate, volume, volumetric, second","<task:clean> <sos>
 Flow ( discharge ) rate The flow rate can be expressed as volume of the liquid per unit time
 QV VT Where QV Volumetric flow rate V Volume of the liquid T Time period In SI system the basic unit of volumetric flow rate is ms
 The flow of water is measured in units of volume per unit time
 Commonly used units for flow measurement are liter per second ( lps ) liter per day ( LD ) millions liter per day ( MLD ) cubic meter per second ( ms )
 m L MLD Liters per day In engineering processes the flow rate can be either volume flow rate or mass flow rate
 Mass and volumetric flow rates are not independent quantities because the mass ( M ) of material passing a point in a flow line during unit time is related to the volume ( V ) of that material
 Mathematically Let us assume a tank of volume V with Length L Width W and Height H and Q is the volumetric flow rate
 Let us assume v is the velocity of water flowing through tank
 The tapped flow is lps ( liters per second )
 <eos>","The flow (discharge) rate can be expressed as the volume of liquid per unit time. It is represented as Q_V = V/T, where Q_V is the volumetric flow rate, V is the volume of the liquid, and T is the time period. In the SI system, the basic unit of volumetric flow rate is mÂ³/s. The flow of water is measured in units of volume per unit time. Commonly used units for flow measurement include liters per second (lps), liters per day (LD), millions of liters per day (MLD), and cubic meters per second (mÂ³/s). In engineering processes, the flow rate can be either volume flow rate or mass flow rate. Mass and volumetric flow rates are not independent quantities, because the mass (M) of material passing a point in a flow line during a unit time is related to the volume (V) of that material. Mathematically, let us assume a tank of volume V, with length L, width W, and height H. Let Q be the volumetric flow rate. Let us assume v is the velocity of water flowing through the tank. The tapped flow is lps (liters per second)."
file1_topic_13,"time, hrt, retention, container, fluid","<task:clean> <sos>
 Hydraulic Retention Time One of the most important concepts in treatment processes is retention time also called detention time or even residence time
 It is the time an average particle of the fluid spends in a container through which the fluid flows ( which is the time it is exposed to treatment or a reaction )
 An alternate definition is the time it takes to fill the container
 We know Velocity ( v ) Distance ( L ) Time ( HRT ) HRT Multiplying both side by Cross sectional Area ( A ) HRT HRT ( Since V AL and QAv ) The average retention time can be increased by reducing the flow rate Q or increasing the volume V and decreased by doing the opposite
 In SI system the basic unit of retention time is sec
 <eos>","Hydraulic Retention Time is one of the most important concepts in treatment processes, also called detention time or even residence time. It is the time an average particle of the fluid spends in a container through which the fluid flows (which is the time it is exposed to treatment or a reaction). An alternate definition is the time it takes to fill the container. We know Velocity (v), Distance (L), and Time (HRT). HRT can be derived as V/Q by multiplying by Cross-sectional Area (A), since V = AL and Q = Av. The average retention time can be increased by reducing the flow rate (Q) or increasing the volume (V), and decreased by doing the opposite. In the SI system, the basic unit of retention time is seconds."
file2_topic_14,"professional, professionals, clients, expert, independent","<task:clean> <sos>
 The professionalism is defined by following seven characteristics Professional decisions are made by means of general principles theories or propositions that are independent of the particular case under consideration
 Professional decisions imply knowledge in a specific area in which the person is expert
 The professional is an expert only in his or her profession and not as expert at everything
 The professionals relations with his or her clients are objective and independent of particular sentiments about them
 A professional achieves status and financial reward by accomplishment not by inherent qualities such as birth order race religion sex or age or by membership in a union
 A professionals decisions are assumed to be on behalf of the client and to be independent of selfinterest
 The professional relates to a voluntary association of professionals
 A professional is someone who knows better what is good for clients than do the clients
 The professionals expertise puts the client into a very vulnerable position
 This vulnerability has necessitated the development of strong professional codes and ethics which serve to protect the client
 Such codes are enforced through colleague peer group
 <eos>","Professionalism is defined by the following seven characteristics. Professional decisions are made using general principles, theories, or propositions that are independent of the particular case under consideration.
 Professional decisions imply knowledge in a specific area in which the person is an expert.
 A professional is an expert only in his or her profession, and not an expert at everything.
 A professional's relations with his or her clients are objective and independent of particular sentiments about them.
 A professional achieves status and financial reward by accomplishment, not by inherent qualities such as birth order, race, religion, sex, or age, or by membership in a union.
 A professional's decisions are assumed to be on behalf of the client and to be independent of self-interest.
 A professional relates to a voluntary association of professionals.
 A professional is someone who knows what is good for clients better than the clients do.
 A professional's expertise puts the client in a very vulnerable position.
 This vulnerability has necessitated the development of strong professional codes and ethics, which serve to protect the client.
 Such codes are enforced through the colleague peer group."
file2_topic_15,"risk, risks, smoking, imposed","<task:clean> <sos>
 Sometimes these decisions turn out to be poor and or not appropriate
 Yet when a decision turns out to be wrong the results are often catastrophic
 Risk management on the other hand is the process of reducing risks that are deemed unacceptable
 In our private lives we are continually doing both
 Smoking cigarettes is a risk to our health and it is possible to calculate the potential effect of smoking
 Quitting smoking is a method of risk management because the effect is to reduce the risk of dying of certain diseases
 Some risks we choose to accept while other risks are imposed upon us from outside
 We choose for example to drink alcohol drive cars or fly in airplanes
 Each of these activities has a calculated risk because risks are imposed from outside and we can do little about them
 We can do little about this risk and it is this type of risk that people resent the most
 In fact studies have shown that the acceptability of an involuntary risk is on the order of times less than our acceptability of a voluntary risk
 Such human behavior can explain why people who smoke cigarettes still get upset about air quality or why people driving recklessly complain about the bad road conditions
 Thus for externally imposed risks it is essential to decide what levels of risks are acceptable
 <eos>","Sometimes these decisions turn out to be poor and/or inappropriate. Yet, when a decision turns out to be wrong, the results are often catastrophic. Risk management, on the other hand, is the process of reducing risks that are deemed unacceptable. In our private lives, we are continually doing both. Smoking cigarettes is a risk to our health, and its potential effects can be calculated. Quitting smoking is a method of risk management because its effect is to reduce the risk of dying from certain diseases. Some risks we choose to accept, while others are imposed upon us from outside. We choose, for example, to drink alcohol, drive cars, or fly in airplanes. Each of these activities has a calculated risk, because risks are imposed from outside, and we can do little about them. We can do little about this risk, and it is this type of risk that people resent the most. In fact, studies have shown that the acceptability of an involuntary risk is on the order of times less than our acceptability of a voluntary risk. Such human behavior can explain why people who smoke cigarettes still get upset about air quality, or why people driving recklessly complain about bad road conditions. Thus, for externally imposed risks, it is essential to decide what levels of risk are acceptable."
file2_topic_16,"ethical, theories, values, focuses, conflict","<task:clean> <sos>
 look alike ( Vesilind and Morgan )
 Ethics provide a systematized framework for making decisions where values conflict
 Ethical analysis involves values rather than cost or environmental data
 There are two theories leading to the ethical analysis utilitarianism and deontological
 A detail on these two theories can be found elsewhere
 An ethical perspective focuses on the attitude of people towards other living things and towards the natural environment
 <eos>","The ideas look alike (Vesilind and Morgan).
 Ethics provides a systematized framework for making decisions where values conflict.
 Ethical analysis involves values rather than cost or environmental data.
 There are two theories that lead to ethical analysis: utilitarianism and deontology.
 Details on these two theories can be found elsewhere.
 An ethical perspective focuses on the attitude of people towards other living things and towards the natural environment."
file2_topic_17,"risk, analysis, resources, health, potential","<task:clean> <sos>
 When life and health enter benefitcost calculations the analyses are generally referred as riskbenefitcost analysis to indicate that people or resources are at risk
 They have in the past few years become more widely known as simply risk analyses
 Risk analysis is comprise do risk assessment and risk management
 The former involves a study and analysis of the potential effect of certain hazards on human health
 Using statistical information risk assessment is intended to be a tool for making informed decisions
 For example it has been shown that the life expectancy of people living in a dirty urban atmosphere is considerably shorter than that of people living identical lives but breathing clean air
 In addition to the potential effect to human health and well being environmental impacts also include effects on the natural resources or infrastructures providing socioeconomic services
 Risk analysis calculates the potential damage to the health and environmental impact analysis provides a means for decision making based on longterm effects on resources
 <eos>","When life and health enter benefit-cost calculations, the analyses are generally referred to as risk-benefit-cost analyses to indicate that people or resources are at risk. They have in the past few years become more widely known as simply risk analyses. Risk analysis is comprised of risk assessment and risk management. The former involves a study and analysis of the potential effects of certain hazards on human health. Using statistical information, risk assessment is intended to be a tool for making informed decisions. For example, it has been shown that the life expectancy of people living in a dirty urban atmosphere is considerably shorter than that of people living identical lives but breathing clean air. In addition to the potential effect on human health and well-being, environmental impacts also include effects on natural resources or infrastructures providing socioeconomic services. Risk analysis calculates the potential damage to health, and environmental impact analysis provides a means for decision-making based on long-term effects on resources."
